Hybridization REF	MBA:MEXP:2462	MBA:MEXP:2463	MBA:MEXP:2464	MBA:MEXP:2465	MBA:MEXP:2466	MBA:MEXP:2467	MBA:MEXP:2468	MBA:MEXP:2469	MBA:MEXP:2470	MBA:MEXP:2471	MBA:MEXP:2472	MBA:MEXP:2473	MBA:MEXP:2474	MBA:MEXP:2475	MBA:MEXP:2476	MBA:MEXP:2477	MBA:MEXP:2478	MBA:MEXP:2479	MBA:MEXP:2480	MBA:MEXP:2481
R:A-SNGR-8:442	1.177659	null	1.2522706	1.0233105	1.0548635	0.8790529	1.028048	0.9277194	0.7407832	null	1.068633	1.1337496	1.0449296	null	1.0282094	0.9766894	0.8404684	null	0.85158986	1.1198126
R:A-SNGR-8:1978	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:954	0.8549302	0.91141343	0.9610144	1.0683614	0.89481735	0.8922119	0.81822246	1.059511	0.89460653	1.0496786	1.0738449	1.0863097	0.9630403	1.1108911	null	1.0773965	0.93826324	1.0144352	0.9855648	null
R:A-SNGR-8:2101	0.9581326	0.96833736	1.034665	1.0640644	1.0419041	1.0601604	0.9296242	0.95174575	1.0015044	0.9370718	0.99525946	1.0951432	1.1034751	1.0391942	1.0453373	0.9984954	1.0411835	0.90662473	0.87222874	0.94855356
R:A-SNGR-8:5370	1.0611017	1.1868527	0.99446386	1.1784722	null	0.9513243	1.0055361	1.082171	null	0.9513243	null	null	1.147778	1.1953181	0.99014056	1.1801758	0.99115825	1.1269534	1.0648214	null
R:A-SNGR-8:131	null	null	null	1.5349845	null	null	null	0.9337911	null	null	1.0882825	null	null	null	null	0.96384346	null	2.0456674	null	null
R:A-SNGR-8:4346	0.9177718	1.0953919	0.91628265	0.9607717	1.0125487	0.94137686	1.017346	0.9040099	1.028742	1.0123955	1.1613516	1.1377288	1.1531951	1.1308963	1.0067205	0.9436773	0.8694229	0.83851826	0.9110336	0.99327934
R:A-SNGR-8:4602	0.80106664	1.1693752	0.9676037	1.2444807	null	null	1.082542	1.1390483	null	null	null	1.1295469	1	null	1.103201	0.94418484	1.0814992	0.9596204	0.95602775	null
R:A-SNGR-8:5114	0.86152554	0.6111881	0.87395823	0.98059577	1.2061534	1.1474776	0.9974865	0.7964304	0.94814223	1.1172906	1.1195745	0.9353371	1.0418323	0.9746901	1.1252773	1.0697128	1.1804181	1.2171295	1.0025135	0.75054157
R:A-SNGR-8:3578	0.91913587	1.1531491	1.0610535	1.0029057	1.0311893	0.95330805	0.9791823	0.99709445	1.0113319	1.0056784	0.8885343	1.024614	1.0721824	0.9703001	0.99705046	0.9715774	2.245635	2.6960154	0.8484541	null
R:A-SNGR-8:2810	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3209	1.0377476	0.7870152	0.98720556	1.2440141	1.2590389	0.9593522	1.0127945	0.8198678	null	0.9593522	1.1950226	0.9593522	1.205231	1.2340953	1.2860252	0.9009618	0.9772986	1.0859092	1.4443779	null
R:A-SNGR-8:2166	0.5708247	0.6889358	0.7120365	0.80168146	0.7691262	0.64456	0.9060086	0.9993643	1.1094187	0.95131177	1.0063661	1.1266253	1.0399169	1.0283537	0.91371006	1.0006356	1.1308498	1.1476142	1.1205864	1.2428633
R:A-SNGR-8:3066	1.2685893	1.3249941	1.2412082	1.0888095	1.0390935	0.98359156	1.1389844	1.1126478	0.99699366	0.9990525	0.96368915	1.0009475	0.9225356	1.097007	0.90478456	0.95138776	0.9610148	1.038147	0.8736475	0.9905835
R:A-SNGR-8:980	1.0407298	1.1400211	0.9708642	0.8315174	0.9227617	0.9584859	1.0421765	1.1111728	1.0515747	0.92540365	0.9187696	0.99815726	1.0018429	0.8313922	0.9138481	1.0355157	0.9795662	1.084252	1.0769674	1.436023
R:A-SNGR-8:3637	0.971954	1.0250046	0.89255166	0.8464921	0.8860358	null	1.0942216	1.1282595	null	null	0.9054747	1.0763454	null	null	0.7559775	null	0.8577953	0.9334783	1	null
R:A-SNGR-8:250	1.4888508	null	null	1.4411027	1.2219409	1	1.0054404	0.8422939	null	1	1.3562708	1.2225859	null	null	1.1949377	null	null	0.91373026	1.155345	null
R:A-SNGR-8:1530	1.1172402	1.622104	1.09553	1.100517	1.0731714	0.96862775	0.95555216	1.0051936	0.98886234	0.9948064	1.1480469	1.0078944	0.969159	1.0741616	0.9256343	0.85956234	0.97469956	0.8766777	0.9048363	1.1364677
R:A-SNGR-8:1142	1.1615404	1.3536289	1.2032616	1.005762	1.0283772	0.97878575	1.0513724	0.92416745	0.9808215	0.9266239	0.88286436	1.0597848	0.99423814	1.0153618	1.1227391	0.9694581	0.924018	null	0.9180607	1.1909758
R:A-SNGR-8:2042	1.1958144	null	1.0754219	1.101613	0.97864974	null	0.92602164	1.1937464	null	null	1.0213503	1.0353565	1.0471891	1.282804	null	0.9735703	0.92449987	1.0404974	0.97864974	1.4083306
R:A-SNGR-8:1018	0.89159465	0.9811683	1.0337734	1.0027009	1.1214056	1.1425052	1.1458241	1.0646125	1.1941028	1.0349324	0.9972992	1.030204	0.99446845	0.87880665	0.93875146	1.1536294	0.8986286	0.93096006	0.8705659	0.9341293
R:A-SNGR-8:4105	0.98091924	null	0.97499853	0.9646917	1.020177	1.1384758	1.0648644	1.0618895	1.0022135	0.97383714	0.89403945	1.0868713	0.93478286	1.0038204	0.8420323	0.9314598	0.93694425	0.9977865	1.0962765	1.1915702
R:A-SNGR-8:2	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3526	1.169329	null	0.96249974	null	1	1	null	0.91435903	null	1	null	1	1	0.9786747	0.9918045	1	null	1.3462623	1.1540842	null
R:A-SNGR-8:1398	0.95637864	0.8719606	0.93254954	0.9176055	1.014947	0.9469804	1.0690271	0.99821526	0.9295053	0.98086476	0.95223206	1.0611498	1.0390835	0.9530357	1.0962769	1.0578996	1.0269796	1.0300028	1.0017848	1.0834972
R:A-SNGR-8:4489	0.5094688	0.5697163	0.7289891	1.0172845	1.3038256	1.1958269	0.9602829	0.7909247	0.73766834	0.81755936	0.94343597	0.9827156	1.2403942	1.4864099	1.5998765	1.6180165	1.3307413	1.1709838	0.8993859	1.046181
R:A-SNGR-8:4617	1.0361744	0.9419829	1.0003865	1.0046487	0.99961334	1.0326731	0.981491	0.93877786	1.0692333	1.0308771	0.988479	1.0330691	1.024946	1.0284988	1.0313916	0.9428734	0.8932122	0.8781693	0.9123151	0.99228936
R:A-SNGR-8:5897	1.0103487	0.9568419	0.9563042	1.022097	1.0235912	0.96695054	null	1.0601166	1.0361011	1	0.9795008	1.073688	0.9937996	1.216097	1.0012245	0.9506405	0.96851355	0.9923035	0.9106061	1.1132164
R:A-SNGR-8:601	null	null	0.8870221	0.9586488	1.0590502	null	0.8655183	1.007846	0.9293207	1.040213	1.0061475	0.9768018	1.0805314	1.2259902	0.9938526	0.923608	0.8288899	0.9671504	0.86370784	null
R:A-SNGR-8:2569	0.9588201	1.1548575	1.0527523	1.0325701	1.0896393	0.943825	0.86860263	0.88630944	0.97113895	1.049992	1.00242	0.97787654	1.0278326	0.99758	0.92161703	0.9378158	1.0464457	0.9892993	1.0419155	1.1294931
R:A-SNGR-8:2825	1.5103495	1.2819957	1.1273443	1.0503418	null	null	1.0132833	0.87577146	null	null	null	null	1	null	1.0714285	1	0.9988864	null	1	null
R:A-SNGR-8:9	0.89873964	0.7888898	0.90542775	0.9632735	1.0504903	1.1011894	1.0233717	1.1178457	1.0298219	0.98478025	1.0032512	1.071914	0.947617	0.952709	0.9303311	0.99674886	1.013568	1.065874	1.0356245	0.8601358
R:A-SNGR-8:3860	1.0574205	1.0916734	0.9346469	0.9513056	0.99204975	1.0175596	1.0458502	1.0356354	0.995871	1.0175596	0.8463357	1.0041289	1.0928396	0.8982228	1.0709214	0.96700877	0.89937437	0.89716303	0.95236796	1.1216303
R:A-SNGR-8:265	0.9663393	0.7371721	0.7842936	0.9930441	1.0254549	0.931349	1.0979266	1.03984	1.0899011	1.0420829	1.0758324	0.96670693	0.88750553	0.94696516	1.0069559	0.9770866	0.98451555	1.156669	1.2544849	1.0227822
R:A-SNGR-8:521	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:995	1.0076317	0.9008088	0.9897453	0.9805547	0.92080224	0.97747165	1.0135965	1.0233619	0.9467141	0.9352106	0.97840554	0.9951197	1.0650016	1.0339006	1.1075138	1.1509534	1.0543785	1.0260087	1.0048803	0.9297256
R:A-SNGR-8:777	0.75809157	0.5164754	0.8139507	0.84628135	1.0139071	1.1079556	0.8619691	0.7872743	0.9548153	1.0305	1.1905452	1.0040098	1.0991286	1.2503519	0.9959902	0.99257535	1.0355843	1.1482583	1.1756899	0.5432474
R:A-SNGR-8:4169	1.5008335	1.3586837	1.3063012	1.1618665	0.74265236	0.54562134	0.4610748	0.54518694	0.76341176	0.89179957	0.94501525	1.1219066	0.9971753	1.0028248	1.0157746	1.1878573	0.89839053	0.90832585	1.8681462	1.9259052
R:A-SNGR-8:5449	0.7931735	0.7703611	0.81572545	0.88988316	1.1466027	1.081423	1.0094858	0.9198383	0.8244281	0.85240394	1.2520026	0.98235303	1.1320744	1.4114631	1.249314	1.2528286	1.0861453	0.99560636	0.7688087	null
R:A-SNGR-8:5705	1.1554368	1.0473976	1.1605335	1.0903707	0.9308344	1.0296538	0.9270861	0.98784465	0.93661577	0.9920984	1.3886966	1.020007	0.91993225	1.0175383	0.9297336	0.89582163	0.9578535	0.94200766	1.0079015	null
R:A-SNGR-8:4681	0.96574116	0.846914	0.9429512	0.94410974	0.98587465	0.98588955	1.087876	1.0171132	1.153273	1.1656986	1.1949794	0.99948394	0.99391073	0.9780199	1.000516	1.0609648	1.1457156	1.1534028	1.1624947	0.79070365
R:A-SNGR-8:4937	1.0705683	1.217435	1.1450489	1.0338337	0.92755294	0.88962585	0.962381	1.0775652	0.9653599	0.9537125	0.97144854	0.946568	1.0083802	0.99613017	1.0038697	1.024325	1.1393667	1.0206342	0.9699585	0.85110474
R:A-SNGR-8:5513	0.99363136	0.778343	0.7803134	0.8402536	0.9204482	0.9074305	0.9909019	1.0063686	1.0575211	1.1315707	1.4072078	1.1471869	1.115638	0.89839613	0.9549567	0.8883638	null	1.0767282	1.0742399	null
R:A-SNGR-8:3145	1.145088	0.99454606	1.17774	1.005454	1.1186091	1.066846	0.8777191	0.88770235	1.0473264	1.2554002	1.1304545	1.075674	0.9680088	0.9746838	0.9012675	0.82629406	0.9023229	0.926174	0.88515973	1.0689567
R:A-SNGR-8:3401	0.882828	1.1672443	1.002762	1.025398	1.043246	0.96587944	0.91697913	0.89483076	0.8230134	0.7745567	0.96307737	0.99723804	1.0652921	1.0989151	1.0367756	0.9555146	1.1364927	1.0042446	0.8435227	1.2542974
R:A-SNGR-8:5273	0.9063313	0.92616254	0.7473377	0.7034117	0.7638638	0.91829145	1.00112	1.0513388	1.3784543	1.0774695	0.9256087	0.99887997	0.9516884	0.9673596	1.0415328	1.1373571	1.2455276	1.343681	1.6020943	1.0405089
R:A-SNGR-8:2377	0.94191325	null	1.0484102	1.0872926	1.089868	1.0077306	0.936633	0.7595562	0.9922694	1.102433	1.0620329	0.9652784	1.0643594	1.0364469	1.0253743	0.9823429	0.8590499	1.0902312	0.9766584	null
R:A-SNGR-8:374	1.2713068	1.5850582	1.1296175	1.1291177	0.98467326	1.0003743	1.1863992	1.1301467	0.9820382	0.9769399	0.91147625	1.0134877	0.9925272	0.94745284	1.030084	1.0131407	0.9663542	0.99962586	0.8965463	null
R:A-SNGR-8:3657	0.92366415	1.1042511	1.0437461	1.0336885	1.0033187	0.9878004	0.9966814	1.0272486	0.98847455	0.93869066	0.9668332	1.0939648	1.0730067	0.99206954	0.99220705	1.0276929	0.94541204	0.8813612	1.0432695	1.3011795
R:A-SNGR-8:2633	0.96626776	0.76447856	0.9747583	1.0533385	1.0484099	1.0358119	0.918965	0.8818181	0.9735446	1.0940883	1.0550494	0.965533	1.1263595	1.0252416	1.0496842	1.0599098	1.0636661	0.9205225	0.9741619	0.61620283
R:A-SNGR-8:2279	0.8874417	0.8187043	0.80742055	0.8443744	0.9286658	1.064303	1.3405607	1.1249644	1.0055654	0.94832814	0.88379705	0.9732053	0.93227434	1.0065454	0.995855	1.1364625	1.1232404	1.104813	1.0271542	1.004145
R:A-SNGR-8:1097	1.0644464	1.1451111	0.9803073	0.9435837	0.947837	0.9495794	1.0493636	1.0592096	1.0594001	0.91625005	0.94619197	1.0737175	1.0014265	0.96821356	0.961112	0.9985735	1.0495205	0.95490336	1.0018333	1.2733815
R:A-SNGR-8:4294	1.1874094	1.3199351	1.1070024	1.0537467	1.0024363	0.9975637	1.0787021	1.1544615	1.1628635	0.91285056	0.9462014	0.9678256	0.89244175	0.8816996	0.8240531	0.9002417	0.9361294	1.0183959	1.0396206	0.94611394
R:A-SNGR-8:2486	1.0202103	null	1.0267471	1.1053952	1.1068287	null	1.0318931	0.9634539	null	null	null	null	1	null	1	null	null	1.1683602	1	null
R:A-SNGR-8:329	1.145385	null	1.0540605	0.9981713	1.0550243	0.9548009	0.91937935	0.8918785	0.9276863	0.9974355	1.0750136	0.99489695	1.0607489	1.0018288	1.0027266	1.0075799	0.96443915	0.96001005	1.1111854	0.93149513
R:A-SNGR-8:1609	0.8431298	0.98756564	0.9110998	0.84348345	0.9806486	1.1067665	0.8983326	0.9143031	0.89344317	1.0124344	1.1462468	1.0417678	1.0388815	1.0455853	1.0616721	0.85335696	0.9440421	1.0409287	1.0503211	1.0900816
R:A-SNGR-8:585	0.7353858	0.6967502	0.71214515	0.709604	0.8236418	0.83020383	0.8880815	0.8884208	1.0036124	1.0383321	1.0180708	1.0145946	0.9836649	0.99638754	1.0401254	1.1226614	1.1845999	1.1500129	1.1938361	1.1068588
R:A-SNGR-8:630	1.0989325	1.058563	1.041161	0.9970156	1.1251315	0.9620347	1.1267444	1.0808847	0.9031356	null	1.0029843	0.9503878	1.3906746	1.1314939	1.0384952	0.862398	null	null	0.79120666	null
R:A-SNGR-8:1865	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:841	1.1999645	1.096457	1.1171746	1.0757784	1.095979	0.95253897	1.0141902	0.9496855	0.9201897	0.93480223	0.9377271	0.9617546	0.8864777	1.1233803	0.9001467	1.0125458	0.98745394	1.0718696	1.046837	0.943349
R:A-SNGR-8:3465	0.76600146	null	0.78533214	0.96241313	1.1503309	0.97028506	0.7952336	0.6728145	0.99110323	1.1173012	1.2804301	1.0308864	1.3302984	1.0356199	1.1732485	0.9842881	0.98536193	0.94418055	1.0269537	null
R:A-SNGR-8:3721	1.0637447	1.1811994	0.9689137	0.96625006	0.94124305	0.99718255	1.0689819	1.046972	0.9461309	0.95080966	1.0028175	1.0504704	0.9470082	0.9670858	0.9230304	0.97605515	1.0243711	1.0452561	1.0242643	1.2651559
R:A-SNGR-8:2953	0.977303	0.6158385	1.0166892	0.9833109	1.1538836	1.0625057	0.79221225	0.7344793	0.8962091	1.1642922	1.1777515	0.87222534	1.1808264	0.9706364	1.1014521	1.0897962	1.1296128	0.94774455	1.0598735	0.27745825
R:A-SNGR-8:5529	1.0172653	1.1577746	1.0469706	0.9693571	0.84618443	0.86354166	0.8010539	1.0866426	1.0001937	0.93653715	0.98266774	1.0725379	1.1322635	1.1642003	0.99980634	0.998291	null	1.0163337	1.168795	null
R:A-SNGR-8:2535	0.96709645	1.0930711	0.9971302	0.96885914	1.0015087	1.0219713	1.1071012	1.0690944	0.9853426	0.9714341	0.92654073	1.0502774	1.0254114	0.98811126	1.2163588	0.99849135	1.0487121	0.9918496	0.94619286	1.1137494
R:A-SNGR-8:2791	0.9383628	0.86737645	0.91955936	0.9025156	0.92715037	1.0198654	0.957718	0.9494084	0.91307634	1.0321262	0.9801345	1.0497794	1.0220147	1.0787437	1.0447989	1.0747576	1.056835	0.8969121	1.0752728	null
R:A-SNGR-8:4071	null	0.7917916	null	null	null	null	0.8654234	1.1714125	null	null	null	null	null	null	1	1	1.1460829	null	null	null
R:A-SNGR-8:3047	1.0375897	0.7012009	0.98605114	1.0514009	0.99588156	0.9963247	0.94426984	0.8044028	0.90798444	1.0846001	1.0894823	0.8766467	1.0036753	1.3750144	0.955858	0.9940179	null	1.0727133	1.012025	null
R:A-SNGR-8:886	0.9624525	0.88943833	0.97519225	0.95483303	0.9352434	0.96735454	1.0163702	0.99974424	0.9842618	0.95627344	1.0283232	1.0680373	0.91604656	1.048686	1.0002557	1.0518942	1.0425075	1.2239475	1.201174	1.252591
R:A-SNGR-8:1255	0.9156534	0.7559276	0.9211392	0.968251	1.0912238	1.1026627	1.0526725	0.9451556	1.0049341	1.0625106	1.1369854	0.9950659	1.024868	0.952078	1.1049689	0.9925998	1.0713369	0.99250865	1.0950434	0.7822299
R:A-SNGR-8:1511	0.9437644	1.0042557	0.92603624	0.9587315	1.1012483	1.0237272	0.93988985	0.91773224	1.0448533	1.0844123	1.0056887	1.0637743	1.0503616	0.9515689	1.0519204	0.99574435	1.0197475	0.9270831	0.9583617	0.99025685
R:A-SNGR-8:5431	1.1212189	1.0467457	0.9187228	0.9013236	0.954501	0.93753994	0.9963273	1.0036726	1.170839	0.8904489	null	1.1328342	0.91980433	1.0498041	0.939854	0.826547	1.0540271	1.1682509	0.96520525	null
R:A-SNGR-8:743	1.1347097	1.1651894	1.2969211	1.0314424	1.1174682	0.9094524	1.0860132	null	0.97621655	1.0221647	0.9140178	1.091125	0.9242567	1.0435752	1.0383284	0.97783524	0.9760571	0.9147788	0.8398516	0.9443906
R:A-SNGR-8:935	1.0216824	1.0625212	1.0121037	0.998353	0.9538614	0.98495954	1.0841608	1.1101427	0.97573197	0.90808713	0.9302722	1.0016469	0.9459316	1.0143484	0.95151293	1.0419087	0.9436316	1.003699	0.9377995	1.1113936
R:A-SNGR-8:4407	0.83374304	0.96811783	0.91823596	1.0308697	0.92883193	0.99502224	1.099105	1.0834022	1.0018868	0.9824037	0.99811316	1.0271506	1.0337825	1.014104	0.9824269	0.9877741	1.165957	1.1462188	1.0155773	0.8994388
R:A-SNGR-8:352	1.0122942	null	1.1615243	1.1349778	1.122695	0.951431	0.9047167	0.82335776	0.9107543	1.0302682	1.18991	1.0740225	1.0645074	1.1568213	1.0496861	0.9877059	0.91791344	0.97679734	0.8162001	0.72499853
R:A-SNGR-8:2164	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1888	1.2630007	1.4531162	1.3299236	1.14934	0.98325086	1.0447704	1.0618199	1.123724	1.1781738	0.9695461	0.94569135	0.91421115	1.0108621	0.80755174	0.8058567	0.91384846	0.92216414	1.1282223	0.9891377	0.9089564
R:A-SNGR-8:2419	1.03313	0.3856451	0.5983333	0.6533485	0.7670518	0.8862491	0.6713964	0.7014019	0.7921883	0.97602826	1.0239717	0.7739027	1.1386626	1.0967168	1.5805538	1.5881064	1.4905809	1.3303974	1.1365198	1.0535017
R:A-SNGR-8:4256	0.99348193	0.9501909	0.97306556	1.1460116	1.1574332	0.9989394	1.0333254	0.87261903	0.9015244	0.9894199	1.1767558	1.1137503	1.0010606	1.1380063	1.0796331	0.99739146	1.0023624	0.85561645	0.9712047	1.0840381
R:A-SNGR-8:5536	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1.2096189	1	null	null	null	null
R:A-SNGR-8:1346	0.5205709	null	0.45518288	0.6835804	0.78782076	0.9746783	0.85773706	0.8331463	0.9016415	1.014721	1.0565428	0.79637295	0.9906372	1.0139222	1.0093628	1.2660617	1.0253888	1.2700062	1.2352734	null
R:A-SNGR-8:322	0.5470716	null	null	0.7688568	0.9267229	0.8459331	0.92984444	0.8676829	0.9826676	1	1.1834962	0.94545704	1.057234	1.1713048	1.1449656	1.057312	1.1185187	1.2891414	1.0634786	null
R:A-SNGR-8:578	0.91840476	1.1457279	1.1980035	0.96470743	1.0750011	1.0507356	1.0070302	0.97729504	1.0023947	0.9976053	1.0542202	0.9042892	0.9526178	0.8660178	1.0709841	0.96626264	1.0385755	1.1061263	0.87371176	0.6322345
R:A-SNGR-8:1858	1.2512648	1.2488945	1.1662724	1.0088041	0.9586493	0.99119586	1.1116421	1.0674042	1.0557752	0.987471	0.9277145	1.0475218	0.95554703	1.0442116	0.8573389	0.83984214	0.9239989	0.84552795	0.92225343	1.062935
R:A-SNGR-8:834	null	1.2384727	1.0962899	1.2612563	1	1	1.2489312	1.405144	null	null	1	null	1	1.6443071	1.1073763	1	null	1.1135832	1.0006635	null
R:A-SNGR-8:2706	1.0761145	1.2064306	1.0668173	0.9988839	0.98322505	1.0287956	1.1542438	1.167993	0.947516	0.91273326	0.86382866	1.001116	0.87822264	1.1326447	0.9450977	0.95800775	1.0578574	0.84100986	0.95095634	1.0227534
R:A-SNGR-8:5250	0.82027406	0.8190747	0.9333777	0.88926095	0.8056832	0.87132347	0.7971779	0.94802034	null	0.98348975	0.9850318	1.1460495	1.1568898	1.2340907	1.0759381	1.0149682	1.0797464	1.4303726	1.1937689	null
R:A-SNGR-8:4482	1.6119062	1.3787962	1.1630877	0.9350321	0.81082094	0.9680083	1.0823711	1.2789216	1.436404	1.1870335	0.92846143	0.916036	0.8645068	0.81313497	0.94561714	1.0319916	0.96705407	1.0357989	1.1804689	null
R:A-SNGR-8:5762	1.0407938	0.99856526	1.1618184	1.0978261	1.1759636	1	0.86503786	0.96218264	0.9345499	1	null	0.9591764	1	0.9493243	1.2170407	1.2026016	1.0060325	null	0.8894344	null
R:A-SNGR-8:3202	0.8585407	0.830583	0.8106429	0.8838689	0.99147755	0.95510304	1.1152984	0.85099214	0.8151372	0.82900345	0.9892592	1.0085225	1.0278924	1.168813	1.1440295	1.1399124	1.0322998	1.2113975	1.0702395	null
R:A-SNGR-8:4761	0.8512836	0.8036853	0.8727722	0.82680196	1.0300965	1.1317146	1.2125587	1.1483835	1.2259722	1.0182599	0.9068921	0.854164	0.8841888	0.932589	1.0154176	0.9845824	1.3477403	1.1074158	1.0843861	null
R:A-SNGR-8:2178	1.7205505	0.99495214	0.9462411	1.133182	1.3990836	1.0507058	0.996843	0.7926163	0.88396466	0.9568842	0.9535999	1.1562994	1.1063416	1.2533568	0.93400085	1.003157	0.9581498	1.1009585	1.3010596	null
R:A-SNGR-8:3458	0.7291886	null	0.7349621	0.76327246	0.715342	null	0.7968878	0.8125941	1	1	null	1	1	null	0.8869743	0.8109504	1.1810514	null	0.8809825	null
R:A-SNGR-8:1896	0.8915478	0.9118888	0.99548227	0.9802311	1.0147629	0.98907495	1.1421388	1.0974241	1.0114963	1.0045177	0.9864403	1.0604604	1.1013715	1.0208883	1.0121682	0.99533266	1.0877631	0.9033205	0.94436073	0.9476982
R:A-SNGR-8:872	1.3846577	0.8785298	1.1880814	1.0990224	1.0990874	0.9922517	0.927486	0.9053209	1.0077484	1.188637	1.2632209	0.98793143	0.9635711	0.9565257	0.8893119	1.008291	1.0181065	0.9912013	1.0990344	0.6459406
R:A-SNGR-8:5288	1.0729895	1.0892622	1.0424306	1.0463428	0.9202685	0.98181915	1.0061979	1.0259119	1.1848001	0.9043405	0.9938022	1.0466759	1.023166	0.9546712	0.96868336	0.8462674	0.8562727	0.8676817	0.7895883	1.1788011
R:A-SNGR-8:4264	1.1584876	1.2859801	1.1607307	1.007567	0.88261956	0.9680521	1.279273	1.3493698	1.1231939	0.9863855	1.0391426	1.1129849	0.98448807	0.9645272	0.99243295	0.961838	0.86496556	0.90595186	1.1420661	null
R:A-SNGR-8:5544	1.4458395	1.1391894	1.372732	1.0861819	1.11349	1.0356975	0.836382	0.9482523	1.0430897	1.3063494	1.1898963	1.0924587	0.96430254	0.83468336	0.927213	0.8598482	0.91976196	0.8456052	0.94754654	null
R:A-SNGR-8:820	0.7807399	0.70183426	0.86474705	1.018108	1.0189179	1.18436	0.87305266	0.8136831	0.8601769	0.9624425	1.0590857	0.9586565	1.0189179	1.1739825	1.226541	1.1710882	1.009024	0.9909758	0.9438117	null
R:A-SNGR-8:2181	1.0983906	1.2812425	1.2128023	1.1250738	null	null	0.87328017	0.81340975	null	null	null	null	null	null	0.7744	null	0.89281595	1.0527117	1.3433962	1.0546737
R:A-SNGR-8:610	0.9024521	0.84244007	0.9556763	0.9936864	1.2085973	1.1148651	1.0063136	0.92571	0.99344486	1.0070852	0.94158244	1.0203462	1.050523	0.9457432	1.1848537	1.179244	1.1272814	1.2331517	0.9780475	0.84022427
R:A-SNGR-8:1705	0.25818634	0.57547253	1.0651052	2.0373135	2.7993283	2.2208884	1.2275633	0.57901627	0.44246215	0.49437684	0.62934685	0.93489486	1.3571583	2.3898394	2.6324599	2.278245	1.3228143	0.60289615	0.35853156	0.3412795
R:A-SNGR-8:681	0.9937481	1.0153822	0.91738397	0.8918005	0.7942065	0.86480826	1.0790576	1.0905849	1.0750395	1.0251601	1.0307401	1.1023775	0.96375984	0.99629074	0.9298037	0.9431876	1.0037093	0.9019174	1.0472788	1.0999516
R:A-SNGR-8:1961	0.8815218	0.8547684	0.96365005	0.8910414	1.0137291	1.37699	1.1335646	1.0169256	1.0038315	0.9406357	0.99930495	1.0830079	1.0979078	0.9983067	1.1568875	0.9905667	1.000695	1.0175161	0.996315	null
R:A-SNGR-8:5017	0.55043244	0.8659722	0.8512789	0.74528664	0.6539834	0.7522919	1.0008177	0.9731046	1.1375906	0.9991823	0.8925211	0.9310748	1.0468702	1.2144519	1.3580061	1.5351864	1.4175662	1.3054783	1.1818548	1.0459129
R:A-SNGR-8:5353	1.0497668	1.234178	0.92903954	1.0008745	0.97835946	1.0077804	1.0293419	0.98912627	0.9991256	0.9461108	1.0584859	1.0528065	0.9363804	1.2183082	1.027311	0.9650243	0.9569609	0.9241699	0.8896087	null
R:A-SNGR-8:5609	1.018337	1.0995642	0.98288995	1.0382692	1.0215775	1.0661649	1.0934162	1.0395485	1.0097927	0.92765456	0.91436195	1.0287645	0.9619011	0.99020725	0.94870186	0.983951	1.026577	0.89738697	0.98659533	0.9450404
